experiment_id,experiment_version,experiment_config_sha256,phase,seed,prediction_random_seed,draw_date,scorer_name,window,decay,hot_window,cold_window,hot_weight,number_score_weight,structure_score_weight,target_front_pool_size,core_number_count,target_issue,data_cutoff_issue,strategy_name,random_seed,best_front_hits,best_back_hits,best_total_hits,at_least_three_front,at_least_2_plus_1,ticket_hit_share,unique_hit_concentration,any_prize,front_pool_coverage,back_pool_coverage,total_cost,total_prize,roi,prize_rule_version,prize_data_available,random_baseline_seed_count,random_metric_percentiles,risk_disclaimer,portfolio_strategy,candidate_generation_method
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20369300,2014-07-12,uniform_score,,,,,,1.0,0.0,18,2,14080,14079,random_baseline,20369300,3,0,3,True,False,0.4285714285714285,0.75,,4,0,10,,,,False,1000,"{'best_front_hits': 96.55, 'best_back_hits': 6.9, 'best_total_hits': 85.25, 'at_least_three_front': 96.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 6.9, 'unique_hit_concentration': 86.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20369400,2014-07-14,uniform_score,,,,,,1.0,0.0,18,2,14081,14080,random_baseline,20369400,2,1,3,False,True,0.4285714285714285,0.6,,3,2,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 61.1}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20369500,2014-07-16,uniform_score,,,,,,1.0,0.0,18,2,14082,14081,random_baseline,20369500,1,1,2,False,False,0.25,0.4,,3,2,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 19.25}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20369600,2014-07-19,uniform_score,,,,,,1.0,0.0,18,2,14083,14082,random_baseline,20369600,1,1,2,False,False,0.6666666666666666,0.6666666666666666,,2,1,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 27.7, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 74.65}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20369700,2014-07-21,uniform_score,,,,,,1.0,0.0,18,2,14084,14083,random_baseline,20369700,1,0,1,False,False,0.5,0.5,,2,0,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 6.9, 'best_total_hits': 9.45, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 27.7, 'back_pool_coverage': 6.9, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20369800,2014-07-23,uniform_score,,,,,,1.0,0.0,18,2,14085,14084,random_baseline,20369800,1,1,2,False,False,0.2857142857142857,0.3333333333333333,,4,2,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 8.45}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20369900,2014-07-26,uniform_score,,,,,,1.0,0.0,18,2,14086,14085,random_baseline,20369900,2,1,2,False,False,0.4,0.5,,3,1,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20370000,2014-07-28,uniform_score,,,,,,1.0,0.0,18,2,14087,14086,random_baseline,20370000,1,1,1,False,False,0.5,0.5,,1,1,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 9.45, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 7.05, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20370100,2014-07-30,uniform_score,,,,,,1.0,0.0,18,2,14088,14087,random_baseline,20370100,2,2,3,False,False,0.3333333333333333,0.6,,3,2,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 96.35, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 61.1}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20370200,2014-08-02,uniform_score,,,,,,1.0,0.0,18,2,14089,14088,random_baseline,20370200,2,1,3,False,True,0.5,0.75,,3,1,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 86.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20370300,2014-08-04,uniform_score,,,,,,1.0,0.0,18,2,14090,14089,random_baseline,20370300,2,1,2,False,False,0.4,0.5,,3,1,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20370400,2014-08-06,uniform_score,,,,,,1.0,0.0,18,2,14091,14090,random_baseline,20370400,2,1,2,False,False,0.4,0.6666666666666666,,2,1,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 27.7, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 74.65}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20370500,2014-08-09,uniform_score,,,,,,1.0,0.0,18,2,14092,14091,random_baseline,20370500,3,1,3,True,False,0.5,0.6,,4,1,10,,,,False,1000,"{'best_front_hits': 96.55, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 96.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 61.1}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20370600,2014-08-11,uniform_score,,,,,,1.0,0.0,18,2,14093,14092,random_baseline,20370600,1,0,1,False,False,0.3333333333333333,0.3333333333333333,,3,0,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 6.9, 'best_total_hits': 9.45, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 6.9, 'unique_hit_concentration': 8.45}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20370700,2014-08-13,uniform_score,,,,,,1.0,0.0,18,2,14094,14093,random_baseline,20370700,2,1,3,False,True,0.375,0.5,,4,2,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20370800,2014-08-16,uniform_score,,,,,,1.0,0.0,18,2,14095,14094,random_baseline,20370800,1,1,2,False,False,0.4,0.5,,2,2,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 27.7, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20370900,2014-08-18,uniform_score,,,,,,1.0,0.0,18,2,14096,14095,random_baseline,20370900,2,1,3,False,True,0.375,0.5,,4,2,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20371000,2014-08-20,uniform_score,,,,,,1.0,0.0,18,2,14097,14096,random_baseline,20371000,2,1,3,False,True,0.5,0.6,,4,1,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 61.1}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20371100,2014-08-23,uniform_score,,,,,,1.0,0.0,18,2,14098,14097,random_baseline,20371100,1,1,2,False,False,0.6666666666666666,1.0,,1,1,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 7.05, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 95.5}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20371200,2014-08-25,uniform_score,,,,,,1.0,0.0,18,2,14099,14098,random_baseline,20371200,2,0,2,False,False,0.5,0.6666666666666666,,3,0,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 6.9, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 6.9, 'unique_hit_concentration': 74.65}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20371300,2014-08-27,uniform_score,,,,,,1.0,0.0,18,2,14100,14099,random_baseline,20371300,1,1,1,False,False,0.3333333333333333,0.3333333333333333,,2,1,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 9.45, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 27.7, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 8.45}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20371400,2014-08-30,uniform_score,,,,,,1.0,0.0,18,2,14101,14100,random_baseline,20371400,1,0,1,False,False,0.5,0.5,,2,0,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 6.9, 'best_total_hits': 9.45, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 27.7, 'back_pool_coverage': 6.9, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20371500,2014-09-01,uniform_score,,,,,,1.0,0.0,18,2,14102,14101,random_baseline,20371500,2,1,3,False,True,0.3333333333333333,0.5,,4,2,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20371600,2014-09-03,uniform_score,,,,,,1.0,0.0,18,2,14103,14102,random_baseline,20371600,1,1,2,False,False,0.4,0.5,,2,2,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 27.7, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20371700,2014-09-06,uniform_score,,,,,,1.0,0.0,18,2,14104,14103,random_baseline,20371700,2,1,2,False,False,0.3333333333333333,0.4,,3,2,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 19.25}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20371800,2014-09-08,uniform_score,,,,,,1.0,0.0,18,2,14105,14104,random_baseline,20371800,2,1,3,False,True,0.4285714285714285,0.6,,3,2,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 61.1}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20371900,2014-09-10,uniform_score,,,,,,1.0,0.0,18,2,14106,14105,random_baseline,20371900,2,1,2,False,False,0.4,0.5,,3,1,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20372000,2014-09-13,uniform_score,,,,,,1.0,0.0,18,2,14107,14106,random_baseline,20372000,1,0,1,False,False,0.3333333333333333,0.3333333333333333,,3,0,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 6.9, 'best_total_hits': 9.45, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 6.9, 'unique_hit_concentration': 8.45}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20372100,2014-09-15,uniform_score,,,,,,1.0,0.0,18,2,14108,14107,random_baseline,20372100,2,1,3,False,True,0.5,0.5,,4,2,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20372200,2014-09-17,uniform_score,,,,,,1.0,0.0,18,2,14109,14108,random_baseline,20372200,2,1,2,False,False,0.25,0.5,,3,1,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20372300,2014-09-20,uniform_score,,,,,,1.0,0.0,18,2,14110,14109,random_baseline,20372300,1,0,1,False,False,0.25,0.3333333333333333,,3,0,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 6.9, 'best_total_hits': 9.45, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 6.9, 'unique_hit_concentration': 8.45}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20372400,2014-09-22,uniform_score,,,,,,1.0,0.0,18,2,14111,14110,random_baseline,20372400,2,1,2,False,False,0.2857142857142857,0.3333333333333333,,4,2,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 8.45}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20372500,2014-09-24,uniform_score,,,,,,1.0,0.0,18,2,14112,14111,random_baseline,20372500,2,1,2,False,False,0.5,0.5,,3,1,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20372600,2014-09-27,uniform_score,,,,,,1.0,0.0,18,2,14113,14112,random_baseline,20372600,2,1,3,False,True,0.4285714285714285,0.6,,3,2,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 61.1}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20372700,2014-09-29,uniform_score,,,,,,1.0,0.0,18,2,14114,14113,random_baseline,20372700,3,1,3,True,True,0.375,0.5,,4,2,10,,,,False,1000,"{'best_front_hits': 96.55, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 96.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20372800,2014-10-01,uniform_score,,,,,,1.0,0.0,18,2,14115,14114,random_baseline,20372800,1,1,2,False,False,0.5,0.6666666666666666,,1,2,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 7.05, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 74.65}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20372900,2014-10-04,uniform_score,,,,,,1.0,0.0,18,2,14116,14115,random_baseline,20372900,1,1,2,False,False,0.5,0.5,,2,2,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 27.7, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20373000,2014-10-06,uniform_score,,,,,,1.0,0.0,18,2,14117,14116,random_baseline,20373000,2,1,3,False,True,0.6,0.6,,4,1,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 61.1}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20373100,2014-10-08,uniform_score,,,,,,1.0,0.0,18,2,14118,14117,random_baseline,20373100,2,1,3,False,True,0.6,0.75,,3,1,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 86.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20373200,2014-10-11,uniform_score,,,,,,1.0,0.0,18,2,14119,14118,random_baseline,20373200,1,1,2,False,False,0.4,0.5,,2,2,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 27.7, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20373300,2014-10-13,uniform_score,,,,,,1.0,0.0,18,2,14120,14119,random_baseline,20373300,2,1,2,False,False,0.2857142857142857,0.5,,3,1,10,,,,False,1000,"{'best_front_hits': 71.0, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 60.7, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20373400,2014-10-15,uniform_score,,,,,,1.0,0.0,18,2,14121,14120,random_baseline,20373400,3,1,3,True,True,0.2727272727272727,0.6,,4,1,10,,,,False,1000,"{'best_front_hits': 96.55, 'best_back_hits': 53.25, 'best_total_hits': 85.25, 'at_least_three_front': 96.6, 'at_least_2_plus_1': 89.95, 'front_pool_coverage': 87.15, 'back_pool_coverage': 40.0, 'unique_hit_concentration': 61.1}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
B0,v0.5-b0-v1,711c293260afc6b06c5e577021a1cd78045d80cf2f9928d491358d57e970edc7,development,20260000,20373500,2014-10-18,uniform_score,,,,,,1.0,0.0,18,2,14122,14121,random_baseline,20373500,1,1,2,False,False,0.3333333333333333,0.5,,2,2,10,,,,False,1000,"{'best_front_hits': 25.45, 'best_back_hits': 53.25, 'best_total_hits': 45.85, 'at_least_three_front': 46.6, 'at_least_2_plus_1': 39.95, 'front_pool_coverage': 27.7, 'back_pool_coverage': 83.1, 'unique_hit_concentration': 40.4}",评分不等于真实中奖概率，彩票开奖结果是随机事件。,uniform_random,direct_uniform
